gang-starr	form-of-intellect	239	325	5.7	('get', 8)	('premier_cuts', 4)	('dj_premier_cuts', 4)
gang-starr	here-today,-gone-tomorrow	132	186	6.64	('some', 6)	('today_maybe', 2)	('maybe_gone_tomorrow', 2)
gang-starr	make-em-pay	378	501	6.51	('shit', 6)	('too_many', 2)	('travellin_high_sands', 1)
gang-starr	doe-in-advance	233	314	6.54	('got', 9)	('get_dough', 4)	('get_dough_got', 3)
gang-starr	eulogy	227	286	4.27	('peace', 10)	('rest_peace', 10)	('dimmy_g_b', 1)
gang-starr	jazz-music	146	201	5.43	('music', 13)	('jazz_music', 7)	('jazz_music_jazz', 4)
gang-starr	mass-appeal	210	282	5.76	('when', 6)	('mass_appeal', 3)	('mass_appeal_verse', 2)
gang-starr	rite-where-u-stand	276	458	6.27	('right', 15)	('right_where', 11)	('right_where_stand', 10)
gang-starr	who-got-gunz	324	475	5.4	('got', 21)	('got_guns', 6)	('got_they_got', 3)
gang-starr	just-to-get-a-rep-lp-version	180	252	6.0	('he', 8)	('so_he', 2)	('just_get_rep', 2)
gang-starr	she-knowz-what-she-wants	219	406	6.34	('she', 43)	('she_wants', 17)	('knows_what_she', 16)
gang-starr	work	194	293	6.23	('work', 6)	('ti_dop', 3)	("surprisingly_i've_been", 3)
gang-starr	full-clip	271	387	5.78	('ya', 7)	('how_many', 2)	('harass_ready_flip', 1)
gang-starr	step-in-the-arena	291	406	6.25	('cause', 11)	('cuts_phrase', 4)	('premier_cuts_phrase', 4)
gang-starr	moment-of-truth	400	582	6.26	('no', 9)	('moment_truth', 5)	('meet_our_moment', 2)
gang-starr	mostly-tha-voice	224	340	5.07	('shit', 10)	('let_get', 3)	("it's_mostly_tha", 2)
gang-starr	2-steps-ahead	254	379	4.86	('two', 12)	('steps_ahead', 9)	('ahead_one_two', 9)
gang-starr	check-the-technique	330	469	5.58	('technique', 10)	('check_technique', 8)	('premier_cuts_check', 3)
gang-starr	just-to-get-a-rep	229	339	6.28	('his', 12)	('so_he', 3)	('just_get_rep', 2)
gang-starr	positivity	193	269	4.98	('positivity', 10)	('got_positivity', 5)	('but_never_negative', 3)
gang-starr	ex-girl-to-next-girl	289	480	6.58	('her', 13)	('ex_girl', 4)	("c'est_la_vie", 3)
gang-starr	the-milita-ii-remix	282	373	6.22	("it's", 7)	('dub_c', 4)	('visions_vicious_suspect', 1)
gang-starr	dwyck	293	421	5.26	('say', 7)	('premier_scratches', 3)	('premier_scratches_hooks', 3)
gang-starr	remainz	248	435	5.51	('will', 18)	('yourself_same', 9)	('ask_yourself_same', 9)
gang-starr	its-gettin-hectic	234	330	5.79	("'cause", 10)	('more_than', 4)	('more_than_just', 2)
gang-starr	no-shame-in-my-game	265	400	7.27	('cuz', 10)	('shame_game', 5)	('no_shame_game', 5)
gang-starr	gotta-get-over-taking-loot	226	346	5.97	('get', 9)	('loot_taking', 6)	('loot_taking_loot', 3)
gang-starr	tonz-o-gunz	210	347	6.09	('guns', 15)	("o'_guns", 14)	("tons_o'_guns", 14)
gang-starr	1-2-&amp;-1-2	328	484	6.21	('no', 10)	('goin_outside', 5)	('war_goin_outside', 5)
gang-starr	name-tag-premier-&amp;-the-guru	21	25	3.12	('sound', 2)	('will_please', 2)	('echoes_x2_music', 1)
gang-starr	in-this-life	236	428	5.49	('life', 25)	('this_life', 21)	('guru_this_life', 12)
gang-starr	the-rep-grows-bigga	241	314	6.54	("you're", 8)	('so_much', 2)	('ran_scam_got', 1)
gang-starr	next-time	228	333	6.28	('so', 7)	('next_time', 5)	('better_luck_next', 3)
gang-starr	what-you-want-this-time	183	253	6.17	('she', 7)	('this_time', 2)	('want_this_time', 2)
gang-starr	deadly-habitz	278	462	6.42	('they', 11)	('deadly_habits', 6)	('will_never_know', 4)
gang-starr	conspiracy	221	305	6.63	('they', 12)	('combat_conspiracy', 3)	('dominated_by_whiteness', 1)
gang-starr	hiney	95	138	5.31	('hiney', 8)	('behind_put', 3)	('hiney_bitch_said', 3)
gang-starr	new-york-strait-talk	261	498	6.64	('new', 23)	('new_york', 16)	('york_straight_talk', 8)
gang-starr	conscience-be-free	187	323	5.3	('conscience', 9)	('let_conscience', 9)	('let_conscience_free', 9)
gang-starr	the-planet	315	513	6.18	('but', 12)	('lyn_planet', 6)	('k_lyn_planet', 6)
gang-starr	the-ownerz	207	366	5.72	('one', 24)	('one_two', 24)	('one_two_one', 9)
gang-starr	jazz-thing-video-mix	306	415	4.83	('jazz', 13)	('jazz_thing', 7)	('ms_billie_ms', 2)
gang-starr	what-im-here-4	273	348	6.0	("there's", 4)	("you've_been", 2)	('wild_some_shit', 1)
gang-starr	stay-tuned	202	283	4.72	("'em", 5)	('stay_tuned', 5)	('get_this_get', 2)
gang-starr	the-militia	437	662	6.19	('up', 15)	('freddie_foxxx', 4)	('big_shug_guru', 2)
gang-starr	natural	194	257	5.84	('here', 6)	("rap_pro's", 2)	('natural_chorus_x2', 2)
gang-starr	suckas-need-bodyguards	259	355	5.82	("mc's", 9)	("fake_mc's", 4)	("fake_mc's_they", 3)
gang-starr	itz-a-set-up	303	384	6.19	('they', 8)	('set_up', 3)	('upset_set_up', 2)
gang-starr	say-your-prayers	103	119	6.61	("'cause", 4)	('concern_here', 1)	('dream_destroyed_wit', 1)
gang-starr	zonin	174	236	5.02	('guru', 5)	('re_real', 2)	('re_real_shit', 2)
gang-starr	now-youre-mine	193	254	5.29	("you're", 9)	("you're_mine", 3)	('dj_premier_scratching', 3)
gang-starr	playtawin	220	373	6.11	("y'all", 12)	('know_always', 11)	('cats_know_always', 11)
gang-starr	precisely-the-right-rhymes	146	217	5.71	('right', 10)	('precisely_right', 4)	('precisely_right_rhymes', 4)
gang-starr	above-clouds	288	333	5.37	('are', 6)	('are_there', 3)	('there_therefore_as', 1)
gang-starr	sabotage	223	317	5.87	("it's", 10)	('ready_ready', 8)	('ready_ready_ready', 6)
gang-starr	you-know-my-steez	380	531	5.77	('know', 13)	('know_steez', 5)	('man_know_steez', 3)
gang-starr	manifest	233	326	5.43	('so', 10)	('words_manifest', 5)	('these_are_words', 3)
gang-starr	brainstorm	248	334	5.39	('get', 8)	('get_guru', 3)	("gang's_gonna_swarm", 2)
gang-starr	take-it-personal	152	201	5.58	('dont', 8)	('take_personal', 3)	('dont_even_think', 1)
gang-starr	tha-squeeze	227	377	5.8	('they', 12)	("i'ma_put", 5)	("i'ma_put_squeeze", 5)
gang-starr	gusto	190	284	4.58	('gusto', 12)	("i've_got", 6)	('gusto_word_x2', 5)
gang-starr	bys	250	334	6.19	('all', 7)	('mic_this', 1)	('here_let_know', 1)
gang-starr	love-sick	212	319	4.49	('she', 11)	('she_said', 3)	("it's_all_part", 1)
gang-starr	fala	261	507	6.04	('around', 31)	('around_lay', 15)	('fuck_around_lay', 15)
gang-starr	heres-the-proof	305	427	5.62	('so', 7)	('means_funky', 3)	('funky_here_proof', 3)
gang-starr	robbin-hood-theory	309	437	5.99	('they', 7)	('robbin_hood', 6)	('robbin_hood_theory', 6)
gang-starr	code-of-the-streets	211	279	6.2	('get', 8)	('code_streets', 3)	('ride_yeah_rowdy', 1)
gang-starr	riot-akt	263	406	6.34	('riot', 11)	('riot_act', 11)	('been_lyin_cat', 3)
gang-starr	as-i-read-my-s-a	192	249	5.41	('so', 6)	('sway_as', 2)	('as_read_s', 2)
gang-starr	betrayal	317	512	5.82	('his', 19)	('called_betrayal', 3)	("it's_called_betrayal", 3)
gang-starr	premier-&amp;-the-guru	208	276	6.27	('premier', 7)	('premier_scratches', 3)	('guru_premier_scratches', 2)
gang-starr	so-wassup	225	292	6.35	("you're", 11)	('so_wassup', 2)	('soft_while_come', 1)
gang-starr	positivity-remix	202	298	5.05	('positivity', 11)	('dj_premier', 5)	('cuts_n_scratches', 4)
gang-starr	you-know-my-steez-three-men-and-a-lady-remix	336	497	5.58	('know', 16)	('know_steez', 10)	('let_em_know', 5)
gang-starr	she-knowz-what-she-wantz	219	406	6.34	('she', 43)	('she_wants', 17)	('knows_what_she', 16)
gang-starr	take-a-rest	358	533	6.2	('they', 16)	('take_rest', 5)	('rest_dj_premier', 3)
gang-starr	skills	248	485	5.64	('skills', 22)	('got_those', 5)	('rulin_again_watch', 4)
gang-starr	cause-and-effect	237	400	5.26	('cause', 15)	('bringin_down', 12)	('time_spend_bringin', 3)
gang-starr	whos-gonna-take-the-weight	242	333	4.97	('so', 11)	('so_can', 2)	("who's_gonna_take", 2)
gang-starr	blowin-up-the-spot	275	378	6.3	('off', 10)	('blowin_up', 3)	('blowin_up_spot', 3)
gang-starr	nice-girl,-wrong-place	201	347	5.1	('this', 15)	('nice_girl', 7)	('girl_wrong_place', 4)
gang-starr	no-more-mr-nice-guy	234	373	6.66	("i'll", 12)	('mr_nice', 9)	('more_mr_nice', 9)
gang-starr	peace-of-mine	241	385	5.92	('as', 12)	('as_live', 6)	('live_as_gets', 5)
gang-starr	my-advice-2-you	254	385	6.53	('man', 11)	('happened_last', 2)	('plan_precise_his', 2)
gang-starr	much-too-much-mack-a-mil	240	345	5.56	('much', 16)	('mack_mil', 9)	('much_too_much', 8)
gang-starr	soliloquy-of-chaos	253	335	6.44	('out', 8)	('didnt_even', 2)	("killing_killing_it's", 2)
gang-starr	all-4-tha-ca$h	182	282	7.23	('man', 12)	('his_man', 3)	('all_cash_man', 2)
gang-starr	put-up-or-shut-up	300	428	6.11	('up', 12)	('put_up', 4)	('or_shut_up', 4)
gang-starr	the-meaning-of-the-name	214	284	5.36	('or', 5)	('dj_premier', 3)	('what_does_all', 2)
gang-starr	gotch-u	201	264	5.08	('this', 9)	('gotch_u', 5)	('see_got_g', 2)
gang-starr	im-not-superman	203	281	6.24	('no', 6)	('pointed_at', 2)	('truth_dj_premier', 2)
gang-starr	credit-is-due	228	426	5.92	('give', 19)	('give_credit', 15)	("credit_y'all_where", 9)
gang-starr	work-remix	277	423	6.51	('get', 8)	('ti_dop', 3)	('can_see_victory', 3)
gang-starr	flip-the-script	313	469	6.7	('so', 14)	('flip_script', 4)	('flip_script_chorus', 2)
gang-starr	full-clip-remix	336	565	5.14	('this', 12)	('how_many', 8)	('wanna_mess_this', 4)
gang-starr	alongwaytogo	220	340	5.86	('cuz', 7)	('all_about', 3)	("know_where_you're", 2)
gang-starr	battle	198	335	5.88	('scratched', 11)	('bout_slap', 7)	('slap_rappers_around', 7)
gang-starr	werdz-from-the-ghetto-child	125	187	6.23	('yo', 9)	('yo_yo', 4)	("preem'_sayin_man", 2)
gang-starr	the-place-where-we-dwell	198	280	5.6	('brooklyn', 10)	('new_york', 4)	('here_brooklyn_place', 2)
gang-starr	street-ministry	87	99	5.21	('all', 3)	('street_ministry', 2)	('trying_hard_get', 1)
gang-starr	execution-of-a-chump-no-more-mr-nice-guy-pt-2	192	267	6.51	('he', 9)	('who_did', 4)	('bear_witness_execution', 3)
gang-starr	hardcore-composer	223	286	5.96	('cause', 6)	('hardcore_composer', 3)	('cause_hardcore_composer', 2)
gang-starr	beyond-comprehension	200	228	5.7	('some', 4)	('hype_lines', 2)	('beat_whisper_transistor', 1)
gang-starr	bi-vs-friendship	322	520	5.59	('so', 11)	('so_dont', 4)	('fallin_nothin_but', 2)
gang-starr	in-memory-of	306	417	5.02	('peace', 12)	('rest_peace', 12)	('not_sure_about', 3)
gang-starr	jfk-2-lax	314	460	6.13	('this', 9)	('jfk_2', 3)	('jfk_2_lax', 3)
gang-starr	speak-ya-clout	303	417	6.32	('so', 9)	('lil_dap', 3)	('cant_hide_from', 2)
gang-starr	words-from-the-nutcracker	99	111	6.17	('fat', 2)	('strapped_an', 1)	('gettin_much_props', 1)
gang-starr	take-two-and-pass	175	250	6.1	('so', 10)	('take_two', 5)	('two_pulls_pass', 3)
gang-starr	the-illest-brother	320	572	6.57	('but', 15)	('illest_brother', 7)	('got_illest_brother', 3)
gang-starr	same-team,-no-games	313	439	5.78	('let', 7)	('team_no', 3)	('same_team_no', 3)
gang-starr	comin-for-datazz	304	416	6.21	('come', 17)	('come_here', 8)	('here_come_here', 8)
gang-starr	knowledge	223	307	5.48	('knowledge', 12)	('knowledge_knowledge', 8)	('knowledge_knowledge_echoes', 4)
gang-starr	capture-malitia-pt-3	286	449	5.68	('who', 6)	('big_shug', 6)	('give_nigga_pain', 5)
gang-starr	above-the-clouds	288	331	5.43	('are', 6)	('are_there', 3)	('ayatollah_rest_sky', 1)
gang-starr	im-the-man	366	591	4.88	('get', 12)	('group_home', 3)	("you're_man_verse", 2)
